fips,region,time,ba,bf,avg_speed_annual
36,New York,2010,185957.0,27425.0,1.909153632509867
36,New York,2011,190613.0,27155.0,1.9480092370219841
36,New York,2012,188622.0,27201.0,1.929727410585494
36,New York,2013,194386.0,27762.0,2.023620427931184
36,New York,2014,193207.0,26128.0,2.0771290248213323
36,New York,2015,200871.0,26939.0,2.108487363680351
36,New York,2016,203870.0,25943.0,2.1367308435784427
36,New York,2017,215083.0,26713.0,
36,New York,2018,227660.0,27223.0,
36,New York,2019,230048.0,26561.0,
36,New York,2020,254471.0,26203.0,
36,New York,2021,,,
37,North Carolina,2004,,,
37,North Carolina,2005,72353.0,15287.0,1.3907710464201417
37,North Carolina,2006,76805.0,13693.0,1.4645002192021044
37,North Carolina,2007,79569.0,12161.0,1.4416783159279665
37,North Carolina,2008,72573.0,9736.0,1.5441079860398275
37,North Carolina,2009,68452.0,9167.0,1.6918929233453277
37,North Carolina,2010,68816.0,9031.0,1.6632754040292228
37,North Carolina,2011,70734.0,8750.0,1.6682387855267664
37,North Carolina,2012,70479.0,8714.0,1.6713110245244098
37,North Carolina,2013,71260.0,9059.0,1.815875924494977
37,North Carolina,2014,72241.0,9396.0,1.9028437533283629
37,North Carolina,2015,79518.0,10011.0,1.9066506602641058
37,North Carolina,2016,83201.0,10527.0,1.8947017410332032
37,North Carolina,2017,91725.0,11207.0,
37,North Carolina,2018,98456.0,11587.0,
37,North Carolina,2019,103698.0,11751.0,
37,North Carolina,2020,133463.0,13290.0,
37,North Carolina,2021,,,
38,North Dakota,2004,,,
38,North Dakota,2005,4215.0,,
38,North Dakota,2006,4463.0,,
38,North Dakota,2007,4425.0,,
38,North Dakota,2008,4562.0,,
38,North Dakota,2009,4242.0,,
38,North Dakota,2010,4892.0,,
38,North Dakota,2011,6165.0,,
38,North Dakota,2012,6689.0,,
38,North Dakota,2013,6454.0,,
38,North Dakota,2014,6691.0,,
38,North Dakota,2015,6123.0,,
38,North Dakota,2016,5762.0,,
38,North Dakota,2017,7415.0,1008.0,
38,North Dakota,2018,8597.0,1128.0,
38,North Dakota,2019,6791.0,961.0,
38,North Dakota,2020,6470.0,859.0,
38,North Dakota,2021,,,
39,Ohio,2004,,,
39,Ohio,2005,66472.0,12696.0,1.3249338374291115
39,Ohio,2006,66882.0,11317.0,1.4501608342170378
39,Ohio,2007,68326.0,10183.0,1.4186762250810174
39,Ohio,2008,67355.0,8424.0,1.4763995726495724
39,Ohio,2009,68026.0,7885.0,1.654467410601065
39,Ohio,2010,70110.0,7917.0,1.6718979669150142
39,Ohio,2011,72977.0,7924.0,1.7274485804416404
39,Ohio,2012,72415.0,7835.0,1.7028764848639673
39,Ohio,2013,70972.0,7534.0,1.8525285828237168
39,Ohio,2014,70467.0,7490.0,1.898513712374582
39,Ohio,2015,73910.0,7511.0,1.9562057920726008
39,Ohio,2016,77352.0,7630.0,1.9799158116285187
39,Ohio,2017,85404.0,8092.0,
39,Ohio,2018,91197.0,8438.0,
39,Ohio,2019,94917.0,8442.0,
39,Ohio,2020,127162.0,10067.0,
39,Ohio,2021,,,
40,Oklahoma,2004,,,
40,Oklahoma,2005,26968.0,5960.0,1.2102594576498158
40,Oklahoma,2006,27940.0,5345.0,1.3215013103706477
40,Oklahoma,2007,28032.0,4924.0,1.3260418784305754
40,Oklahoma,2008,28795.0,4415.0,1.3399229549059597
40,Oklahoma,2009,26744.0,3688.0,1.546400867914293
40,Oklahoma,2010,27718.0,3769.0,1.5894027077249802
40,Oklahoma,2011,28094.0,3966.0,1.6801865859808374
40,Oklahoma,2012,28478.0,3912.0,1.5729976999744444
40,Oklahoma,2013,28838.0,3896.0,1.7416889460154241
40,Oklahoma,2014,29125.0,3864.0,1.6969810831821717
40,Oklahoma,2015,30032.0,3760.0,1.8368778280542986
40,Oklahoma,2016,32949.0,3714.0,1.814180592991914
40,Oklahoma,2017,35644.0,3891.0,
40,Oklahoma,2018,40067.0,4371.0,
40,Oklahoma,2019,40881.0,4406.0,
40,Oklahoma,2020,45032.0,4440.0,
40,Oklahoma,2021,,,
41,Oregon,2004,,,
41,Oregon,2005,29757.0,8515.0,1.2506343808630391
41,Oregon,2006,32809.0,7509.0,1.362251497005988
41,Oregon,2007,33300.0,6574.0,1.3358832471875948
41,Oregon,2008,31494.0,5149.0,1.4519169577027553
41,Oregon,2009,29071.0,4601.0,1.6319761129207384
41,Oregon,2010,29416.0,4650.0,1.593379221337922
41,Oregon,2011,29276.0,4647.0,1.6311700064641241
41,Oregon,2012,28775.0,4622.0,1.6306460004335575
41,Oregon,2013,29486.0,4834.0,1.6808746113989639
41,Oregon,2014,29926.0,5053.0,1.8501665675193335
41,Oregon,2015,34597.0,5495.0,1.8475109409190371
41,Oregon,2016,36140.0,5696.0,1.9038399296394015
41,Oregon,2017,38309.0,5961.0,
41,Oregon,2018,41371.0,6324.0,
41,Oregon,2019,39180.0,5723.0,
41,Oregon,2020,40038.0,5391.0,
41,Oregon,2021,,,
42,Pennsylvania,2004,,,
42,Pennsylvania,2005,75998.0,15041.0,1.4117155395970478
42,Pennsylvania,2006,78367.0,13344.0,1.5208147204317193
42,Pennsylvania,2007,78093.0,12711.0,1.4949457120377656
42,Pennsylvania,2008,73309.0,10469.0,1.5566408787010506
42,Pennsylvania,2009,70631.0,9581.0,1.7197765479795346
42,Pennsylvania,2010,72385.0,9758.0,1.7221238212382122
42,Pennsylvania,2011,74835.0,9795.0,1.7665897488258118
42,Pennsylvania,2012,75174.0,9996.0,1.7576060424169666
42,Pennsylvania,2013,76312.0,9797.0,1.8685905423347968
42,Pennsylvania,2014,76077.0,9765.0,1.9554876422930985
42,Pennsylvania,2015,80631.0,9991.0,1.9945303258145366
42,Pennsylvania,2016,84448.0,9899.0,2.0790233782005867
42,Pennsylvania,2017,91569.0,10556.0,
42,Pennsylvania,2018,98707.0,11174.0,
42,Pennsylvania,2019,102920.0,11125.0,
42,Pennsylvania,2020,128063.0,12513.0,
42,Pennsylvania,2021,,,
44,Rhode Island,2004,,,
44,Rhode Island,2005,7265.0,,
44,Rhode Island,2006,7314.0,,
44,Rhode Island,2007,7186.0,,
44,Rhode Island,2008,6521.0,,
44,Rhode Island,2009,6188.0,,
44,Rhode Island,2010,6401.0,,
44,Rhode Island,2011,6416.0,,
44,Rhode Island,2012,6338.0,,
44,Rhode Island,2013,6180.0,,
44,Rhode Island,2014,6515.0,1101.0,1.9651677243880326
44,Rhode Island,2015,6662.0,,
44,Rhode Island,2016,6785.0,,
44,Rhode Island,2017,8333.0,1229.0,
44,Rhode Island,2018,10245.0,1411.0,
44,Rhode Island,2019,8395.0,1217.0,
44,Rhode Island,2020,8967.0,1192.0,
44,Rhode Island,2021,,,
45,South Carolina,2004,,,
45,South Carolina,2005,33493.0,7332.0,1.3270516841674622
45,South Carolina,2006,36307.0,6478.0,1.443615182842154
45,South Carolina,2007,37725.0,5619.0,1.4111047856253336
45,South Carolina,2008,35787.0,4471.0,1.476870109546166
45,South Carolina,2009,32819.0,3941.0,1.6005203045685277
45,South Carolina,2010,31903.0,3904.0,1.6666470286885249
45,South Carolina,2011,31951.0,3893.0,1.6644101773323055
45,South Carolina,2012,32459.0,3963.0,1.6911534578495708
45,South Carolina,2013,33387.0,4171.0,1.8240706051873197
45,South Carolina,2014,34701.0,4449.0,1.932070752591257
45,South Carolina,2015,37910.0,4527.0,1.9122232063773252
45,South Carolina,2016,41793.0,4492.0,1.9675251060031242
45,South Carolina,2017,45516.0,5063.0,
45,South Carolina,2018,49198.0,5352.0,
45,South Carolina,2019,51724.0,5273.0,
45,South Carolina,2020,71114.0,6276.0,
45,South Carolina,2021,,,
46,South Dakota,2004,,,
46,South Dakota,2005,5546.0,,
46,South Dakota,2006,5830.0,,
46,South Dakota,2007,5611.0,,
46,South Dakota,2008,5514.0,,
46,South Dakota,2009,5391.0,,
46,South Dakota,2010,5621.0,,
46,South Dakota,2011,5956.0,,
46,South Dakota,2012,6019.0,,
46,South Dakota,2013,6145.0,,
46,South Dakota,2014,6361.0,,
46,South Dakota,2015,6522.0,,
46,South Dakota,2016,6336.0,,
46,South Dakota,2017,8517.0,1154.0,
46,South Dakota,2018,9698.0,1255.0,
46,South Dakota,2019,7689.0,1117.0,
46,South Dakota,2020,7601.0,1119.0,
46,South Dakota,2021,,,
47,Tennessee,2004,,,
47,Tennessee,2005,37242.0,8372.0,1.1175280764635602
47,Tennessee,2006,40787.0,7692.0,1.2079937589390197
47,Tennessee,2007,42038.0,6903.0,1.191204347826087
47,Tennessee,2008,38550.0,5348.0,1.2466560688236394
47,Tennessee,2009,36633.0,5225.0,1.3803408003063373
47,Tennessee,2010,37040.0,5271.0,1.4277235617998862
47,Tennessee,2011,43029.0,5121.0,1.5346920821114372
47,Tennessee,2012,40447.0,5000.0,1.4541371016235718
47,Tennessee,2013,40570.0,5077.0,1.6524881703470031
47,Tennessee,2014,41867.0,5147.0,1.7300564641744547
47,Tennessee,2015,44714.0,5283.0,1.7887307911212293
47,Tennessee,2016,46949.0,5435.0,1.7806992619926199
47,Tennessee,2017,51385.0,5744.0,
47,Tennessee,2018,57146.0,6193.0,
47,Tennessee,2019,58964.0,6097.0,
47,Tennessee,2020,75085.0,6957.0,
47,Tennessee,2021,,,
48,Texas,2004,,,
48,Texas,2005,175770.0,34939.0,1.328365588319496
48,Texas,2006,187561.0,32816.0,1.3989522910065808
48,Texas,2007,192682.0,30882.0,1.4293449414201564
48,Texas,2008,188300.0,26146.0,1.4785528076143877
48,Texas,2009,186096.0,25037.0,1.6185459916959437
48,Texas,2010,198177.0,26428.0,1.6531502912033884
48,Texas,2011,207046.0,27704.0,1.655577492239948
48,Texas,2012,209522.0,27395.0,1.6429035669997811
48,Texas,2013,213601.0,28385.0,1.796750017609354
48,Texas,2014,222822.0,29363.0,1.8639326684140654
48,Texas,2015,239581.0,29770.0,1.937540642214161
48,Texas,2016,260928.0,30655.0,1.9892971120900635
48,Texas,2017,276642.0,32503.0,
48,Texas,2018,299570.0,35008.0,
48,Texas,2019,305945.0,34273.0,
48,Texas,2020,385059.0,38905.0,
48,Texas,2021,,,
49,Utah,2004,,,
49,Utah,2005,29336.0,6743.0,1.488315539739027
49,Utah,2006,34484.0,6648.0,1.5324657740333985
49,Utah,2007,36145.0,5850.0,1.4719227482481625
49,Utah,2008,34225.0,4423.0,1.5423050847457627
49,Utah,2009,32593.0,4023.0,1.7159746709709462
49,Utah,2010,31410.0,4028.0,1.765591664599355
49,Utah,2011,31387.0,4099.0,1.7211946472019466
49,Utah,2012,34624.0,3957.0,1.7365994454247542
49,Utah,2013,37229.0,4089.0,1.8384529038555393
49,Utah,2014,38604.0,4267.0,1.8773029239766081
49,Utah,2015,41318.0,4489.0,1.9321866666666667
49,Utah,2016,43560.0,4728.0,1.9107070707070708
49,Utah,2017,47183.0,5080.0,
49,Utah,2018,49685.0,5418.0,
49,Utah,2019,49664.0,5330.0,
49,Utah,2020,50545.0,5353.0,
49,Utah,2021,,,
50,Vermont,2004,,,
50,Vermont,2005,4553.0,,
50,Vermont,2006,4558.0,,
50,Vermont,2007,4594.0,,
50,Vermont,2008,4214.0,,
50,Vermont,2009,3846.0,,
50,Vermont,2010,4104.0,,
50,Vermont,2011,3928.0,,
50,Vermont,2012,4112.0,,
50,Vermont,2013,3903.0,,
50,Vermont,2014,4137.0,,
50,Vermont,2015,4546.0,,
50,Vermont,2016,4588.0,,
50,Vermont,2017,5397.0,695.0,
50,Vermont,2018,6587.0,731.0,
50,Vermont,2019,5579.0,715.0,
50,Vermont,2020,5660.0,688.0,
50,Vermont,2021,,,
51,Virginia,2004,,,
51,Virginia,2005,64370.0,13795.0,1.4454326086956522
51,Virginia,2006,68262.0,11864.0,1.5677508417508415
51,Virginia,2007,68222.0,10352.0,1.5710811854426103
51,Virginia,2008,65065.0,8261.0,1.617921857989597
51,Virginia,2009,63297.0,7695.0,1.8101766692647443
51,Virginia,2010,61721.0,7732.0,1.8305383022774326
51,Virginia,2011,65007.0,7693.0,1.822854356306892
51,Virginia,2012,67862.0,7835.0,1.852009703779367
51,Virginia,2013,68937.0,7848.0,1.9898878123406427
51,Virginia,2014,69961.0,8030.0,2.051474694589878
51,Virginia,2015,73159.0,8054.0,2.075431377424167
51,Virginia,2016,75876.0,7917.0,2.0691250474143383
51,Virginia,2017,81441.0,8350.0,
51,Virginia,2018,86569.0,8548.0,
51,Virginia,2019,87897.0,8458.0,
51,Virginia,2020,106829.0,9119.0,
51,Virginia,2021,,,
53,Washington,2004,,,
53,Washington,2005,49973.0,14802.0,1.2156211138145443
53,Washington,2006,52230.0,13122.0,1.317876801097812
53,Washington,2007,53572.0,11851.0,1.2582921063739974
53,Washington,2008,49291.0,9415.0,1.3637506642576258
53,Washington,2009,45484.0,8154.0,1.5503153761197694
53,Washington,2010,47034.0,8458.0,1.5518785511363635
53,Washington,2011,48644.0,8509.0,1.6030772844726333
53,Washington,2012,47900.0,8389.0,1.5554277532514018
53,Washington,2013,48971.0,8728.0,1.7636655579768323
53,Washington,2014,49752.0,9272.0,1.7951134154244976
53,Washington,2015,53828.0,9756.0,1.842162800246356
53,Washington,2016,58363.0,10193.0,1.8901416207710464
53,Washington,2017,62205.0,10689.0,
53,Washington,2018,69028.0,11604.0,
53,Washington,2019,70574.0,10875.0,
53,Washington,2020,75365.0,10485.0,
53,Washington,2021,,,
54,West Virginia,2004,,,
54,West Virginia,2005,9139.0,,
54,West Virginia,2006,9460.0,,
54,West Virginia,2007,9408.0,,
54,West Virginia,2008,8924.0,,
54,West Virginia,2009,8052.0,,
54,West Virginia,2010,8306.0,,
54,West Virginia,2011,8246.0,,
54,West Virginia,2012,8584.0,,
54,West Virginia,2013,8275.0,,
54,West Virginia,2014,8493.0,,
54,West Virginia,2015,8667.0,,
54,West Virginia,2016,9296.0,,
54,West Virginia,2017,10310.0,1073.0,
54,West Virginia,2018,11164.0,1137.0,
54,West Virginia,2019,9896.0,1018.0,
54,West Virginia,2020,10821.0,1049.0,
54,West Virginia,2021,,,
55,Wisconsin,2004,,,
55,Wisconsin,2005,37932.0,7980.0,1.2265585878818228
55,Wisconsin,2006,38094.0,6889.0,1.3426266144246117
55,Wisconsin,2007,37748.0,5890.0,1.3436986766202916
55,Wisconsin,2008,36887.0,4880.0,1.3557148709545268
55,Wisconsin,2009,35208.0,4424.0,1.6280438220013553
55,Wisconsin,2010,36838.0,4339.0,1.6225754434462105
55,Wisconsin,2011,36403.0,4313.0,1.6368636995827537
55,Wisconsin,2012,36311.0,4277.0,1.6880229293401967
55,Wisconsin,2013,35691.0,4377.0,1.7600182898948329
55,Wisconsin,2014,35652.0,4429.0,1.8602690481573596
55,Wisconsin,2015,37452.0,4472.0,1.876885356023287
55,Wisconsin,2016,37864.0,4468.0,1.9821689446560609
55,Wisconsin,2017,41146.0,4662.0,
55,Wisconsin,2018,45289.0,4875.0,
55,Wisconsin,2019,43604.0,4686.0,
55,Wisconsin,2020,52541.0,5126.0,
55,Wisconsin,2021,,,
56,Wyoming,2004,,,
56,Wyoming,2005,5494.0,,
56,Wyoming,2006,6119.0,,
56,Wyoming,2007,6510.0,,
56,Wyoming,2008,7808.0,,
56,Wyoming,2009,6984.0,,
56,Wyoming,2010,7636.0,,
56,Wyoming,2011,7888.0,,
56,Wyoming,2012,7973.0,,
56,Wyoming,2013,8511.0,,
56,Wyoming,2014,8795.0,,
56,Wyoming,2015,9835.0,,
56,Wyoming,2016,14017.0,,
56,Wyoming,2017,17463.0,1410.0,
56,Wyoming,2018,19672.0,1613.0,
56,Wyoming,2019,18780.0,1614.0,
56,Wyoming,2020,24191.0,1928.0,
56,Wyoming,2021,,,
