fips,region,time,ba,bf,avg_speed_annual
05,Arkansas,2004,,,
05,Arkansas,2005,19260.0,4283.0,1.141520317608594
05,Arkansas,2006,20435.0,3888.0,1.3228869430852432
05,Arkansas,2007,19843.0,3525.0,1.2534725774367719
05,Arkansas,2008,18476.0,2840.0,1.2797076435364565
05,Arkansas,2009,18088.0,2607.0,1.4119239631336407
05,Arkansas,2010,18008.0,2605.0,1.480860215053763
05,Arkansas,2011,18144.0,2593.0,1.498056305437717
05,Arkansas,2012,18068.0,2579.0,1.4346679611650488
05,Arkansas,2013,17651.0,2554.0,1.4840823529411762
05,Arkansas,2014,18256.0,2585.0,1.7157923285548238
05,Arkansas,2015,19262.0,2662.0,1.6940774145058248
05,Arkansas,2016,20644.0,2603.0,1.7512783981517137
05,Arkansas,2017,23261.0,2812.0,
05,Arkansas,2018,25760.0,2980.0,
05,Arkansas,2019,25385.0,2878.0,
05,Arkansas,2020,32366.0,3232.0,
05,Arkansas,2021,,,
06,California,2004,,,
06,California,2005,274204.0,71705.0,1.396107726835524
06,California,2006,287189.0,62424.0,1.4835160980297932
06,California,2007,288541.0,55257.0,1.4823937825709321
06,California,2008,267007.0,46169.0,1.5515715492408655
06,California,2009,251354.0,42028.0,1.698191486830522
06,California,2010,258687.0,42421.0,1.7277414488107303
06,California,2011,272643.0,44631.0,1.7333587256066139
06,California,2012,270822.0,45031.0,1.7411473153841033
06,California,2013,280658.0,47877.0,1.8762603525607595
06,California,2014,290447.0,47905.0,1.9423206055929763
06,California,2015,306866.0,50668.0,1.9913346087093722
06,California,2016,315651.0,49961.0,1.994879180668907
06,California,2017,328257.0,51128.0,
06,California,2018,367092.0,56396.0,
06,California,2019,368306.0,53669.0,
06,California,2020,435907.0,57414.0,
06,California,2021,,,
08,Colorado,2004,,,
08,Colorado,2005,56137.0,12439.0,1.4605989708956424
08,Colorado,2006,59415.0,11192.0,1.5359089689707592
08,Colorado,2007,61421.0,10065.0,1.520754173290938
08,Colorado,2008,59188.0,8227.0,1.5506956416170938
08,Colorado,2009,59301.0,8002.0,1.7252588249968817
08,Colorado,2010,61792.0,7602.0,1.7885982658959536
08,Colorado,2011,59844.0,7352.0,1.8064114767473483
08,Colorado,2012,61150.0,7549.0,1.7270129870129869
08,Colorado,2013,63970.0,7858.0,1.9428265579202246
08,Colorado,2014,68894.0,8490.0,1.9799103562160887
08,Colorado,2015,72256.0,8755.0,2.1137069655724585
08,Colorado,2016,75487.0,8604.0,2.1285995343422583
08,Colorado,2017,80590.0,9102.0,
08,Colorado,2018,88059.0,9657.0,
08,Colorado,2019,86537.0,9017.0,
08,Colorado,2020,93417.0,8958.0,
08,Colorado,2021,,,
09,Connecticut,2004,,,
09,Connecticut,2005,28598.0,4508.0,1.458597736853783
09,Connecticut,2006,30757.0,4107.0,1.5989454456892354
09,Connecticut,2007,30016.0,3641.0,1.5517884615384616
09,Connecticut,2008,27932.0,2993.0,1.6091443850267377
09,Connecticut,2009,26110.0,2821.0,1.6895953141640045
09,Connecticut,2010,26429.0,2925.0,1.7687478617858365
09,Connecticut,2011,26205.0,2960.0,1.748225152129817
09,Connecticut,2012,27058.0,2943.0,1.7141522256201158
09,Connecticut,2013,26302.0,2862.0,1.87937675070028
09,Connecticut,2014,26308.0,2794.0,2.042604017216643
09,Connecticut,2015,26376.0,2866.0,1.959102026554857
09,Connecticut,2016,27902.0,2649.0,2.0641029523088568
09,Connecticut,2017,30181.0,2854.0,
09,Connecticut,2018,34076.0,3048.0,
09,Connecticut,2019,32753.0,2988.0,
09,Connecticut,2020,37200.0,3046.0,
09,Connecticut,2021,,,
11,District of Columbia,2004,,,
11,District of Columbia,2005,7346.0,,
11,District of Columbia,2006,7997.0,,
11,District of Columbia,2007,7892.0,,
11,District of Columbia,2008,7970.0,,
11,District of Columbia,2009,7732.0,,
11,District of Columbia,2010,7986.0,,
11,District of Columbia,2011,8519.0,,
11,District of Columbia,2012,8483.0,,
11,District of Columbia,2013,8568.0,,
11,District of Columbia,2014,9261.0,,
11,District of Columbia,2015,10057.0,,
11,District of Columbia,2016,9887.0,,
11,District of Columbia,2017,10715.0,810.0,
11,District of Columbia,2018,11920.0,833.0,
11,District of Columbia,2019,12258.0,837.0,
11,District of Columbia,2020,14530.0,828.0,
11,District of Columbia,2021,,,
10,Delaware,2004,,,
10,Delaware,2005,11428.0,1621.0,1.646808641975309
10,Delaware,2006,11682.0,1410.0,1.7240980113636362
10,Delaware,2007,13332.0,,
10,Delaware,2008,13244.0,,
10,Delaware,2009,12854.0,,
10,Delaware,2010,13124.0,,
10,Delaware,2011,14725.0,,
10,Delaware,2012,15591.0,,
10,Delaware,2013,15780.0,1184.0,2.0798140321217247
10,Delaware,2014,16714.0,1301.0,2.229861218195837
10,Delaware,2015,17149.0,1375.0,2.153868613138686
10,Delaware,2016,19762.0,1449.0,2.203148788927335
10,Delaware,2017,23163.0,1569.0,
10,Delaware,2018,26355.0,1702.0,
10,Delaware,2019,25959.0,1732.0,
10,Delaware,2020,30821.0,2013.0,
10,Delaware,2021,,,
12,Florida,2004,,,
12,Florida,2005,283631.0,46794.0,1.811919524501839
12,Florida,2006,289950.0,39276.0,1.8707064580253836
12,Florida,2007,280807.0,32990.0,1.8282250477953448
12,Florida,2008,253855.0,27208.0,1.9492883688412996
12,Florida,2009,246296.0,27120.0,2.059152316901929
12,Florida,2010,255068.0,27638.0,2.0722032791642486
12,Florida,2011,270427.0,28181.0,2.059880676758682
12,Florida,2012,272173.0,27705.0,2.0457886715773435
12,Florida,2013,282260.0,29117.0,2.1662599103757323
12,Florida,2014,296672.0,30121.0,2.1976863907295794
12,Florida,2015,321151.0,31045.0,2.2137988574379497
12,Florida,2016,343035.0,30937.0,2.2476911354646263
12,Florida,2017,360543.0,32567.0,
12,Florida,2018,394153.0,34618.0,
12,Florida,2019,392825.0,32930.0,
12,Florida,2020,498878.0,38104.0,
12,Florida,2021,,,
13,Georgia,2004,,,
13,Georgia,2005,97971.0,17171.0,1.521762995697174
13,Georgia,2006,110030.0,16037.0,1.5746597706879362
13,Georgia,2007,115873.0,13977.0,1.5659269060220282
13,Georgia,2008,110931.0,11030.0,1.6481445542758686
13,Georgia,2009,108460.0,10073.0,1.8053968411641996
13,Georgia,2010,109102.0,10140.0,1.7996803472770322
13,Georgia,2011,111373.0,9988.0,1.8300721298337006
13,Georgia,2012,111586.0,9979.0,1.8375894916273938
13,Georgia,2013,107869.0,10046.0,1.9356295483999604
13,Georgia,2014,114619.0,10566.0,2.044602407354753
13,Georgia,2015,122587.0,10728.0,2.0840027985074627
13,Georgia,2016,133995.0,10795.0,2.0667053364269137
13,Georgia,2017,145422.0,11873.0,
13,Georgia,2018,161083.0,12750.0,
13,Georgia,2019,172443.0,13018.0,
13,Georgia,2020,272670.0,17134.0,
13,Georgia,2021,,,
15,Hawaii,2004,,,
15,Hawaii,2005,9665.0,,
15,Hawaii,2006,10593.0,,
15,Hawaii,2007,10909.0,,
15,Hawaii,2008,10848.0,,
15,Hawaii,2009,9784.0,,
15,Hawaii,2010,10102.0,,
15,Hawaii,2011,10749.0,1037.0,2.038399228543877
15,Hawaii,2012,11039.0,,
15,Hawaii,2013,10974.0,,
15,Hawaii,2014,11097.0,,
15,Hawaii,2015,11842.0,,
15,Hawaii,2016,12007.0,,
15,Hawaii,2017,12727.0,1136.0,
15,Hawaii,2018,15404.0,1243.0,
15,Hawaii,2019,14483.0,1170.0,
15,Hawaii,2020,15556.0,1155.0,
15,Hawaii,2021,,,
16,Idaho,2004,,,
16,Idaho,2005,15207.0,4472.0,1.209347387306571
16,Idaho,2006,17136.0,4144.0,1.2138860728940384
16,Idaho,2007,16821.0,3230.0,1.2378405931417977
16,Idaho,2008,14589.0,2332.0,1.4086712387483926
16,Idaho,2009,12935.0,1923.0,1.5256600831600833
16,Idaho,2010,12903.0,1907.0,1.59523834468308
16,Idaho,2011,13318.0,1960.0,1.6752757916241063
16,Idaho,2012,13372.0,1898.0,1.5479978925184403
16,Idaho,2013,13375.0,2110.0,1.6284855655466166
16,Idaho,2014,13688.0,2137.0,1.690037365716955
16,Idaho,2015,14915.0,2354.0,1.7825994919559696
16,Idaho,2016,17466.0,2589.0,1.8998153846153845
16,Idaho,2017,17925.0,2684.0,
16,Idaho,2018,22759.0,3247.0,
16,Idaho,2019,21525.0,3111.0,
16,Idaho,2020,22018.0,3087.0,
16,Idaho,2021,,,
17,Illinois,2004,,,
17,Illinois,2005,96040.0,18693.0,1.661886166684498
17,Illinois,2006,98427.0,17275.0,1.6932916521940489
17,Illinois,2007,100414.0,16021.0,1.6526736999812721
17,Illinois,2008,104712.0,14145.0,1.6832367081447959
17,Illinois,2009,96800.0,13322.0,1.8815531866976956
17,Illinois,2010,99365.0,13502.0,1.857693504184875
17,Illinois,2011,100233.0,13439.0,1.869878657038636
17,Illinois,2012,96551.0,13428.0,1.8313290572792364
17,Illinois,2013,95994.0,13281.0,1.976974358974359
17,Illinois,2014,97369.0,13234.0,2.0455812367384056
17,Illinois,2015,99472.0,13266.0,2.0326702914967525
17,Illinois,2016,100851.0,12817.0,2.0546950742767787
17,Illinois,2017,104653.0,13186.0,
17,Illinois,2018,116830.0,13828.0,
17,Illinois,2019,117695.0,13176.0,
17,Illinois,2020,172388.0,15684.0,
17,Illinois,2021,,,
18,Indiana,2004,,,
18,Indiana,2005,38151.0,7973.0,1.3177765222849969
18,Indiana,2006,39382.0,7409.0,1.4113102145459453
18,Indiana,2007,40451.0,6716.0,1.3574211309523807
18,Indiana,2008,42820.0,5335.0,1.4952737157855267
18,Indiana,2009,49384.0,4926.0,1.6271286323917902
18,Indiana,2010,45441.0,4961.0,1.652322437449556
18,Indiana,2011,45126.0,5049.0,1.689091990483743
18,Indiana,2012,44396.0,5091.0,1.6380039370078743
18,Indiana,2013,42931.0,4936.0,1.837015409570154
18,Indiana,2014,42085.0,4771.0,1.8552643726395297
18,Indiana,2015,43853.0,5034.0,1.8982087475149108
18,Indiana,2016,45114.0,4999.0,1.9626136591227719
18,Indiana,2017,48273.0,5263.0,
18,Indiana,2018,52293.0,5426.0,
18,Indiana,2019,53929.0,5468.0,
18,Indiana,2020,68805.0,6127.0,
18,Indiana,2021,,,
19,Iowa,2004,,,
19,Iowa,2005,18030.0,4532.0,1.114764005293339
19,Iowa,2006,18765.0,3727.0,1.2619340128755367
19,Iowa,2007,18576.0,,
19,Iowa,2008,17732.0,2914.0,1.2497495711835334
19,Iowa,2009,17245.0,,
19,Iowa,2010,17992.0,2701.0,1.464295774647887
19,Iowa,2011,18459.0,2628.0,1.4826846915460776
19,Iowa,2012,18402.0,2615.0,1.4866411629686305
19,Iowa,2013,18022.0,2558.0,1.6477079265911752
19,Iowa,2014,17724.0,2471.0,1.656864406779661
19,Iowa,2015,18862.0,2672.0,1.773091859596714
19,Iowa,2016,20059.0,2656.0,1.8630090157776107
19,Iowa,2017,22700.0,2811.0,
19,Iowa,2018,24442.0,3014.0,
19,Iowa,2019,21956.0,2693.0,
19,Iowa,2020,23724.0,2702.0,
19,Iowa,2021,,,
20,Kansas,2004,,,
20,Kansas,2005,19025.0,4651.0,1.1437752470992693
20,Kansas,2006,19649.0,3897.0,1.225998974095922
20,Kansas,2007,19081.0,3514.0,1.3049900426742531
20,Kansas,2008,18290.0,3009.0,1.272625456962446
20,Kansas,2009,18549.0,,
20,Kansas,2010,19024.0,2770.0,1.4937820281486829
20,Kansas,2011,19732.0,2827.0,1.5679752212389382
20,Kansas,2012,19648.0,2690.0,1.575314477112021
20,Kansas,2013,19457.0,2774.0,1.5916546503244413
20,Kansas,2014,18823.0,2724.0,1.7032745961820852
20,Kansas,2015,20395.0,2871.0,1.69026791927627
20,Kansas,2016,21368.0,2727.0,1.7397758177140754
20,Kansas,2017,21930.0,2767.0,
20,Kansas,2018,24475.0,2963.0,
20,Kansas,2019,22446.0,2797.0,
20,Kansas,2020,24289.0,2788.0,
20,Kansas,2021,,,
21,Kentucky,2004,,,
21,Kentucky,2005,25593.0,5248.0,1.244870476190476
21,Kentucky,2006,25937.0,4652.0,1.3038134135855546
21,Kentucky,2007,25134.0,4122.0,1.3383939835031538
21,Kentucky,2008,24760.0,3446.0,1.3262013929193268
21,Kentucky,2009,23644.0,3345.0,1.4444095665171899
21,Kentucky,2010,24913.0,3408.0,1.5249647887323943
21,Kentucky,2011,25038.0,3375.0,1.5190103703703706
21,Kentucky,2012,25187.0,3493.0,1.5282159221076745
21,Kentucky,2013,25187.0,3560.0,1.5935788585886985
21,Kentucky,2014,24934.0,3160.0,1.713925292814182
21,Kentucky,2015,25386.0,3292.0,1.7614494074749316
21,Kentucky,2016,27289.0,3235.0,1.8176554283946802
21,Kentucky,2017,30673.0,3377.0,
21,Kentucky,2018,33877.0,3489.0,
21,Kentucky,2019,32994.0,3459.0,
21,Kentucky,2020,37537.0,3482.0,
21,Kentucky,2021,,,
22,Louisiana,2004,,,
22,Louisiana,2005,36386.0,5883.0,1.438048614652388
22,Louisiana,2006,41304.0,5864.0,1.5547220327421554
22,Louisiana,2007,39868.0,4971.0,1.5771962992759452
22,Louisiana,2008,38569.0,4216.0,1.5710144584024652
22,Louisiana,2009,36834.0,3810.0,1.6964426358624312
22,Louisiana,2010,39920.0,3873.0,1.7660944759938046
22,Louisiana,2011,40549.0,4027.0,1.7642377518030343
22,Louisiana,2012,39358.0,3816.0,1.799900393184797
22,Louisiana,2013,39236.0,3726.0,1.8272793131204723
22,Louisiana,2014,39209.0,3760.0,1.8776398508257859
22,Louisiana,2015,44891.0,3798.0,2.007165479018211
22,Louisiana,2016,49751.0,3581.0,2.01258190982918
22,Louisiana,2017,52643.0,4098.0,
22,Louisiana,2018,54226.0,4106.0,
22,Louisiana,2019,54028.0,3763.0,
22,Louisiana,2020,84199.0,4899.0,
22,Louisiana,2021,,,
23,Maine,2004,,,
23,Maine,2005,9205.0,,
23,Maine,2006,9296.0,2249.0,1.2850822587816806
23,Maine,2007,8711.0,,
23,Maine,2008,7762.0,,
23,Maine,2009,7087.0,,
23,Maine,2010,7519.0,,
23,Maine,2011,7363.0,,
23,Maine,2012,7397.0,,
23,Maine,2013,7307.0,,
23,Maine,2014,7366.0,,
23,Maine,2015,7822.0,,
23,Maine,2016,8074.0,1556.0,1.7558489347966433
23,Maine,2017,8847.0,1640.0,
23,Maine,2018,10916.0,1839.0,
23,Maine,2019,9964.0,1733.0,
23,Maine,2020,10528.0,1728.0,
23,Maine,2021,,,
24,Maryland,2004,,,
24,Maryland,2005,54783.0,8936.0,1.5449166013657223
24,Maryland,2006,58463.0,7700.0,1.6512639646661469
24,Maryland,2007,58732.0,6561.0,1.696089606827187
24,Maryland,2008,54746.0,5281.0,1.7052147587511828
24,Maryland,2009,49353.0,4919.0,1.8619650477545213
24,Maryland,2010,51356.0,4864.0,1.968621682781321
24,Maryland,2011,52239.0,4923.0,1.9527764227642277
24,Maryland,2012,53510.0,5021.0,1.8742028696691908
24,Maryland,2013,56995.0,5344.0,2.032824784724822
24,Maryland,2014,57057.0,5162.0,2.1370213178294577
24,Maryland,2015,59491.0,5290.0,2.2350945179584123
24,Maryland,2016,62410.0,5115.0,2.216906066536203
24,Maryland,2017,68721.0,5535.0,
24,Maryland,2018,75231.0,5770.0,
24,Maryland,2019,75661.0,5712.0,
24,Maryland,2020,97797.0,6474.0,
24,Maryland,2021,,,
25,Massachusetts,2004,,,
25,Massachusetts,2005,47255.0,9583.0,1.4004518418031933
25,Massachusetts,2006,48425.0,8332.0,1.4636610250870243
25,Massachusetts,2007,46863.0,7566.0,1.441890034364261
25,Massachusetts,2008,43237.0,6568.0,1.562084348355664
25,Massachusetts,2009,43675.0,6313.0,1.676823585354256
25,Massachusetts,2010,47387.0,6577.0,1.7887578017963157
25,Massachusetts,2011,47016.0,6467.0,1.8136615575166435
25,Massachusetts,2012,47291.0,6831.0,1.7777813646368306
25,Massachusetts,2013,48061.0,6870.0,1.8797171599358506
25,Massachusetts,2014,48915.0,6836.0,1.9335890290407745
25,Massachusetts,2015,50310.0,7303.0,1.9473685655456414
25,Massachusetts,2016,51797.0,7203.0,1.9623765131487407
25,Massachusetts,2017,55135.0,7387.0,
25,Massachusetts,2018,59404.0,7982.0,
25,Massachusetts,2019,57218.0,7504.0,
25,Massachusetts,2020,61853.0,7463.0,
25,Massachusetts,2021,,,
26,Michigan,2004,,,
26,Michigan,2005,76495.0,13498.0,1.389834049488813
26,Michigan,2006,78707.0,11579.0,1.557954388389772
26,Michigan,2007,79786.0,10114.0,1.536554929298922
26,Michigan,2008,76989.0,8434.0,1.5915959212710458
26,Michigan,2009,73987.0,7869.0,1.764872902897814
26,Michigan,2010,76481.0,8045.0,1.7568709597215317
26,Michigan,2011,76020.0,7971.0,1.7667801079994976
26,Michigan,2012,74905.0,7707.0,1.7726534061362456
26,Michigan,2013,73031.0,7903.0,1.9010482950944354
26,Michigan,2014,73268.0,7927.0,1.9765642387455744
26,Michigan,2015,75347.0,7854.0,1.972849681528662
26,Michigan,2016,79953.0,7721.0,2.044568349993509
26,Michigan,2017,84790.0,8013.0,
26,Michigan,2018,94384.0,8525.0,
26,Michigan,2019,94536.0,8123.0,
26,Michigan,2020,132011.0,9413.0,
26,Michigan,2021,,,
27,Minnesota,2004,,,
27,Minnesota,2005,40009.0,9469.0,1.3838185275166366
27,Minnesota,2006,40089.0,7723.0,1.4498341754113229
27,Minnesota,2007,40711.0,6938.0,1.4910064888248018
27,Minnesota,2008,39023.0,5749.0,1.5226056705514004
27,Minnesota,2009,44365.0,5693.0,1.7439936831022986
27,Minnesota,2010,39993.0,5214.0,1.7381866973356332
27,Minnesota,2011,39079.0,5014.0,1.7332103688933198
27,Minnesota,2012,39932.0,5173.0,1.6928742746615086
27,Minnesota,2013,39260.0,5245.0,1.7890557039297976
27,Minnesota,2014,38941.0,5255.0,1.859862804878049
27,Minnesota,2015,39788.0,5487.0,1.925722353798506
27,Minnesota,2016,40303.0,5304.0,1.9023372948500286
27,Minnesota,2017,43585.0,5535.0,
27,Minnesota,2018,47458.0,5760.0,
27,Minnesota,2019,46074.0,5563.0,
27,Minnesota,2020,52981.0,6015.0,
27,Minnesota,2021,,,
28,Mississippi,2004,,,
28,Mississippi,2005,19750.0,3714.0,1.1868909386869233
28,Mississippi,2006,22514.0,,
28,Mississippi,2007,22405.0,3056.0,1.2900196206671026
28,Mississippi,2008,20486.0,2332.0,1.362280325760823
28,Mississippi,2009,19740.0,2113.0,1.4830591016548464
28,Mississippi,2010,19979.0,2218.0,1.460256525652565
28,Mississippi,2011,20578.0,2107.0,1.4774893415442918
28,Mississippi,2012,20138.0,2132.0,1.4991791744840526
28,Mississippi,2013,20569.0,,
28,Mississippi,2014,21306.0,2160.0,1.6400278551532035
28,Mississippi,2015,23037.0,2170.0,1.8012309820193637
28,Mississippi,2016,24923.0,2125.0,1.7584629891560584
28,Mississippi,2017,28436.0,2278.0,
28,Mississippi,2018,30427.0,2288.0,
28,Mississippi,2019,31313.0,2321.0,
28,Mississippi,2020,51043.0,3119.0,
28,Mississippi,2021,,,
29,Missouri,2004,,,
29,Missouri,2005,45091.0,10548.0,1.1501615662421592
29,Missouri,2006,47449.0,9459.0,1.1383157450401016
29,Missouri,2007,45856.0,7869.0,1.1620299606449156
29,Missouri,2008,43330.0,6564.0,1.2225927615571779
29,Missouri,2009,41637.0,6144.0,1.410811382113821
29,Missouri,2010,43475.0,6636.0,1.3703822422874343
29,Missouri,2011,44009.0,6594.0,1.3761585088649797
29,Missouri,2012,44998.0,6966.0,1.3292713711990818
29,Missouri,2013,44126.0,6902.0,1.3925470878006376
29,Missouri,2014,43832.0,6958.0,1.429503811304473
29,Missouri,2015,47646.0,7022.0,1.4997363169897377
29,Missouri,2016,51901.0,6817.0,1.5712163948876157
29,Missouri,2017,55156.0,7107.0,
29,Missouri,2018,58881.0,7112.0,
29,Missouri,2019,58614.0,6783.0,
29,Missouri,2020,69737.0,7153.0,
29,Missouri,2021,,,
30,Montana,2004,,,
30,Montana,2005,11309.0,2960.0,1.1546522619851454
30,Montana,2006,11513.0,2632.0,1.2530547112462005
30,Montana,2007,10924.0,,
30,Montana,2008,10386.0,,
30,Montana,2009,8854.0,,
30,Montana,2010,9540.0,,
30,Montana,2011,9772.0,,
30,Montana,2012,9766.0,,
30,Montana,2013,9719.0,1557.0,1.6200128369704754
30,Montana,2014,10075.0,1651.0,1.7282969696969697
30,Montana,2015,10655.0,1707.0,1.777359813084112
30,Montana,2016,11146.0,,
30,Montana,2017,12211.0,1740.0,
30,Montana,2018,15394.0,1933.0,
30,Montana,2019,14047.0,1803.0,
30,Montana,2020,14821.0,1833.0,
30,Montana,2021,,,
31,Nebraska,2004,,,
31,Nebraska,2005,10839.0,3000.0,1.1309005059021924
31,Nebraska,2006,11242.0,,
31,Nebraska,2007,11082.0,2365.0,1.2832478632478632
31,Nebraska,2008,10823.0,,
31,Nebraska,2009,10470.0,,
31,Nebraska,2010,10990.0,1926.0,1.4589942378208485
31,Nebraska,2011,11735.0,2001.0,1.5644824120603016
31,Nebraska,2012,12211.0,2057.0,1.5074842462433347
31,Nebraska,2013,12085.0,1976.0,1.5555375253549697
31,Nebraska,2014,12368.0,2016.0,1.686872549019608
31,Nebraska,2015,12839.0,2154.0,1.7713255269320842
31,Nebraska,2016,12879.0,2134.0,1.7054605263157898
31,Nebraska,2017,14687.0,2220.0,
31,Nebraska,2018,16458.0,2295.0,
31,Nebraska,2019,14775.0,2205.0,
31,Nebraska,2020,15798.0,2153.0,
31,Nebraska,2021,,,
32,Nevada,2004,,,
32,Nevada,2005,44144.0,6288.0,1.7074745547073793
32,Nevada,2006,44509.0,5484.0,1.796925041035929
32,Nevada,2007,43241.0,4788.0,1.7388361888842456
32,Nevada,2008,43120.0,3891.0,1.815383033419023
32,Nevada,2009,37705.0,3553.0,1.9087229254571025
32,Nevada,2010,36479.0,3736.0,1.9013501205464773
32,Nevada,2011,39273.0,3720.0,1.9817455621301776
32,Nevada,2012,38610.0,3849.0,1.9189539422326307
32,Nevada,2013,39788.0,4045.0,2.1111292719167905
32,Nevada,2014,41247.0,3995.0,2.1299624154347283
32,Nevada,2015,40354.0,4092.0,2.096310774493037
32,Nevada,2016,40356.0,3832.0,2.178410751565762
32,Nevada,2017,43567.0,4099.0,
32,Nevada,2018,45842.0,4395.0,
32,Nevada,2019,42260.0,4111.0,
32,Nevada,2020,51575.0,4689.0,
32,Nevada,2021,,,
33,New Hampshire,2004,,,
33,New Hampshire,2005,10745.0,2210.0,1.2101763110307413
33,New Hampshire,2006,10574.0,,
33,New Hampshire,2007,10337.0,,
33,New Hampshire,2008,9605.0,,
33,New Hampshire,2009,8879.0,,
33,New Hampshire,2010,8375.0,,
33,New Hampshire,2011,8696.0,,
33,New Hampshire,2012,8820.0,,
33,New Hampshire,2013,8451.0,,
33,New Hampshire,2014,8347.0,,
33,New Hampshire,2015,8683.0,,
33,New Hampshire,2016,9168.0,,
33,New Hampshire,2017,11283.0,1387.0,
33,New Hampshire,2018,12849.0,1527.0,
33,New Hampshire,2019,11029.0,1389.0,
33,New Hampshire,2020,11324.0,1326.0,
33,New Hampshire,2021,,,
34,New Jersey,2004,,,
34,New Jersey,2005,87748.0,15083.0,1.6322804344946351
34,New Jersey,2006,90568.0,13687.0,1.7415895151869156
34,New Jersey,2007,93055.0,12118.0,1.7125117583959075
34,New Jersey,2008,88141.0,10113.0,1.7978197645662282
34,New Jersey,2009,84064.0,9791.0,1.9840913736713004
34,New Jersey,2010,87198.0,10151.0,1.9897013601419284
34,New Jersey,2011,90217.0,10206.0,1.9875193646435925
34,New Jersey,2012,89506.0,10168.0,1.9693480184875602
34,New Jersey,2013,91534.0,10455.0,2.057762465307685
34,New Jersey,2014,88800.0,9999.0,2.135876753507014
34,New Jersey,2015,93101.0,10024.0,2.148090145912452
34,New Jersey,2016,95852.0,9908.0,2.148456402994133
34,New Jersey,2017,101714.0,10186.0,
34,New Jersey,2018,109683.0,10712.0,
34,New Jersey,2019,112544.0,10502.0,
34,New Jersey,2020,134351.0,11120.0,
34,New Jersey,2021,,,
35,New Mexico,2004,,,
35,New Mexico,2005,11611.0,3129.0,1.2524370015948965
35,New Mexico,2006,13331.0,2943.0,1.3541142468548113
35,New Mexico,2007,14251.0,2473.0,1.3522968054993934
35,New Mexico,2008,13541.0,2012.0,1.3576294820717132
35,New Mexico,2009,11910.0,1686.0,1.5937203791469192
35,New Mexico,2010,12217.0,,
35,New Mexico,2011,12564.0,1731.0,1.6108487297921479
35,New Mexico,2012,12420.0,1684.0,1.61729055258467
35,New Mexico,2013,12106.0,1568.0,1.684467134652202
35,New Mexico,2014,13071.0,1666.0,1.7508954326923076
35,New Mexico,2015,12873.0,,
35,New Mexico,2016,13103.0,,
35,New Mexico,2017,16226.0,1724.0,
35,New Mexico,2018,18015.0,1823.0,
35,New Mexico,2019,17417.0,1775.0,
35,New Mexico,2020,17990.0,1759.0,
35,New Mexico,2021,,,
36,New York,2004,,,
36,New York,2005,174049.0,33065.0,1.6885539579234143
36,New York,2006,179128.0,30964.0,1.7722676579925651
36,New York,2007,182997.0,29196.0,1.7317055273625017
36,New York,2008,173821.0,26388.0,1.8063507109004742
36,New York,2009,170988.0,26419.0,1.888991733656909
