region,demographic-type,demographic,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
39,,,0.9793306186502133,0.9171276392071078,0.8963495817530864,0.8472637197482054,0.7906375736003024,0.7820447551526309,0.7620419867540963,0.7676103562722738,0.726790168549186,0.7149243976973886,0.6933620693128724,0.6830616353933779
40,,,1.0502231151047774,0.9806283085266198,0.9574361883460621,0.9217329422194502,0.8488454305573595,0.8353638742593911,0.8193085372068176,0.8414475335963333,0.7949859227050166,0.8033496567137504,0.7565083315500458,0.745705399171594
41,,,1.1250962263298372,1.0207267406556277,0.9854239935375587,0.908694772662552,0.8550446954029627,0.8649175821063475,0.8558787034427106,0.8585549921064386,0.8494989764424217,0.8084470340036877,0.7968016467691437,0.7791562041438965
42,,,0.9663866596977414,0.9004115599899514,0.8967587269478765,0.853224461733749,0.8014794886048328,0.7997255041409441,0.7827618309319868,0.7879301533759336,0.7521326653675026,0.7280807175772308,0.7114833176161208,0.6790121586468333
44,,,,,,,,,,,,0.7747238932634741,,
45,,,1.0169293816777445,0.9315486421314266,0.8980700635180563,0.8469509803550018,0.8099299563012118,0.7967704000818581,0.796587610233791,0.7901951199633573,0.7595655857499173,0.7344437230196407,0.7285852842739399,0.6980007658334939
47,,,1.0791511974949464,1.0051587666064847,0.973382921312316,0.9217324086108775,0.8962543958242036,0.8843560268961473,0.8243458075184533,0.8503929745448504,0.8042346408374472,0.7814450242877741,0.7597244913671168,0.7585363262464364
48,,,0.9892301163610588,0.9381585031633953,0.909824320445166,0.8669546393231691,0.8259937401170934,0.8155525009266814,0.8155575670314005,0.8145261547073228,0.777424951249026,0.7578174915030254,0.7278845680027919,0.7048593678985231
49,,,0.9873214042690994,0.9274181897823432,0.9013329057698505,0.8374254877244836,0.7857389184903756,0.7794564660037123,0.7942409425495446,0.7677628949030928,0.7354629475531606,0.7262163976885723,0.7090786637264459,0.7146896540445954
51,,,0.9791509573019442,0.8928369371327437,0.8620074957462194,0.8154751424964535,0.7587475964350693,0.758299799676157,0.7510644271573519,0.7394997370258032,0.7000612335947368,0.6839176524069338,0.6712596632517445,0.6658671507426441
53,,,1.1475991969771009,1.0619004771782807,1.0380811114173032,0.9694272043582147,0.9047656524159603,0.9050890796531667,0.8849018292422929,0.8978869646731727,0.8448145059667934,0.8458191223247064,0.8258739016097355,0.8038157687718852
55,,,1.0313448134295269,0.9606309672479333,0.9247903550277722,0.8866147184724237,0.8110858301326764,0.8011991816183875,0.7986700848864675,0.7849372632078944,0.7732989756479058,0.7489490186975708,0.7381270310608699,0.7075045679628461
